variant,depth,beam_index,rule_id,objective_vector_raw,objective_vector_norm
Base,1,0,000000000000000000000000000003ed,"0.868278571|0.132848129|0.500000000|0.995320000","0.830331850|0.346335512|0.000000000|-2.111436950"
Base,1,1,000000000000000000000000000003ea,"0.847300000|0.129864126|0.500000000|0.996000000","0.000000000|-0.346335512|0.000000000|-0.117302053"
Base,1,2,000000000000000000000000000003f8,"0.847300000|0.129864126|0.500000000|0.996000000","0.000000000|-0.346335512|0.000000000|-0.117302053"
Base,1,3,000000000000000000000000000003f9,"0.877300000|0.069782473|0.500000000|0.996080000","1.187399990|-14.292980670|0.000000000|0.117302053"
Base,1,4,000000000000000000000000000003fb,"0.817750000|0.138478056|0.500000000|0.996680000","-1.169588990|1.653200232|0.000000000|1.876832845"
Base,2,0,000000000000000000000000000003ed,"0.883900000|0.146198392|1.000000000|0.994640000","1.731399528|0.903650942|0.000000000|-2.184087363"
Base,2,1,000000000000000000000000000003f2,"0.911135714|0.064805493|1.000000000|0.995480000","4.750067293|-4.558219406|0.000000000|-0.873634945"
Base,2,2,000000000000000000000000000003fa,"0.868278571|0.132848129|1.000000000|0.995320000","0.000000000|0.007781552|0.000000000|-1.123244930"
Base,2,3,000000000000000000000000000003f8,"0.868278571|0.132848129|1.000000000|0.995320000","0.000000000|0.007781552|0.000000000|-1.123244930"
Base,2,4,000000000000000000000000000003ed,"0.868278571|0.132848129|1.000000000|0.995320000","0.000000000|0.007781552|0.000000000|-1.123244930"
Base,3,0,000000000000000000000000000003eb,"0.895950000|0.155499339|1.000000000|0.993960000","0.442417535|1.569317175|0.000000000|-2.917466411"
Base,3,1,000000000000000000000000000003f2,"0.932114286|0.074821115|1.000000000|0.994880000","1.770194643|-3.369581719|0.000000000|-1.151631478"
Base,3,2,000000000000000000000000000003ed,"0.883900000|0.146198392|1.000000000|0.994640000","0.000000000|0.999938783|0.000000000|-1.612284069"
Base,3,3,000000000000000000000000000003f8,"0.883900000|0.146198392|1.000000000|0.994640000","0.000000000|0.999938783|0.000000000|-1.612284069"
Base,3,4,000000000000000000000000000003ed,"0.883900000|0.146198392|1.000000000|0.994640000","0.000000000|0.999938783|0.000000000|-1.612284069"
Base,4,0,000000000000000000000000000003f5,"0.945950000|0.082580596|1.000000000|0.994280000","3.292351397|-4.984153495|0.000000000|-1.493775934"
Base,4,1,000000000000000000000000000003f2,"0.945950000|0.083212748|0.996929905|0.994280000","3.292351397|-4.932276043|-3070.095316255|-1.493775934"
Base,4,2,000000000000000000000000000003eb,"0.905500000|0.162014589|1.000000000|0.993280000","0.628839117|1.534584769|0.000000000|-5.643153527"
Base,4,3,000000000000000000000000000003eb,"0.895950000|0.155499414|1.000000000|0.993960000","0.000000000|0.999917935|0.000000000|-2.821576763"
Base,4,4,000000000000000000000000000003eb,"0.895950000|0.155499414|1.000000000|0.993960000","0.000000000|0.999917935|0.000000000|-2.821576763"
Base,5,0,000000000000000000000000000003f5,"0.955500000|0.090143301|1.000000000|0.993680000","0.999900010|0.000000000|0.000000000|-1.869158879"
Base,5,1,000000000000000000000000000003eb,"0.913231818|0.164142668|1.000000000|0.992600000","-3.226495532|4.013389024|0.000000000|-5.233644860"
Base,5,2,000000000000000000000000000003f5,"0.945950000|0.082580581|1.000000000|0.994280000","0.044995500|-0.410167486|0.000000000|0.000000000"
Base,5,3,000000000000000000000000000003f5,"0.945950000|0.082580581|1.000000000|0.994280000","0.044995500|-0.410167486|0.000000000|0.000000000"
Base,5,4,000000000000000000000000000003ea,"0.945950000|0.082580581|1.000000000|0.994280000","0.044995500|-0.410167486|0.000000000|0.000000000"
Base,6,0,000000000000000000000000000003f7,"0.958450000|0.127366140|1.000000000|0.994360000","2.104283904|1.164436782|0.000000000|0.000000000"
Base,6,1,000000000000000000000000000003f5,"0.962322727|0.097421318|1.000000000|0.993080000","2.413723685|0.000000000|0.000000000|-2.456813820"
Base,6,2,000000000000000000000000000003ed,"0.919600000|0.173228145|1.000000000|0.991920000","-0.999920098|2.947830390|0.000000000|-4.683301344"
Base,6,3,000000000000000000000000000003f7,"0.955500000|0.135480881|0.941424875|0.993680000","1.868572146|1.479987228|-58575.125231850|-1.305182342"
Base,6,4,000000000000000000000000000003fb,"0.905500000|0.156268701|1.000000000|0.993280000","-2.126542400|2.288344089|0.000000000|-2.072936660"
Base,7,0,000000000000000000000000000003ee,"0.955500000|0.135946274|1.000000000|0.993680000","-0.761540447|0.117936567|0.000000000|0.998336106"
Base,7,1,000000000000000000000000000003f8,"0.958450000|0.127366140|1.000000000|0.994360000","0.000000000|-0.185517787|0.000000000|2.129783694"
Base,7,2,000000000000000000000000000003f7,"0.958450000|0.127366140|1.000000000|0.994360000","0.000000000|-0.185517787|0.000000000|2.129783694"
Base,7,3,000000000000000000000000000003f6,"0.967327273|0.099743247|1.000000000|0.992480000","2.291661777|-1.162459166|0.000000000|-0.998336106"
Base,7,4,000000000000000000000000000003f4,"0.924919231|0.181405962|1.000000000|0.991240000","-8.655944745|1.725713467|0.000000000|-3.061564060"
Base,8,0,000000000000000000000000000003f6,"0.965500000|0.140408918|1.000000000|0.993760000","0.675730487|0.197762589|0.000000000|0.612409347"
Base,8,1,000000000000000000000000000003f7,"0.970950000|0.127366140|1.000000000|0.994440000","0.999940512|-0.463845446|0.000000000|1.160354553"
Base,8,2,000000000000000000000000000003f4,"0.954140909|0.143613666|1.000000000|0.993000000","0.000000000|0.360326660|0.000000000|0.000000000"
Base,8,3,000000000000000000000000000003f6,"0.971073077|0.109240070|1.000000000|0.991880000","1.007262122|-1.383308622|0.000000000|-0.902497985"
Base,8,4,000000000000000000000000000003eb,"0.929414286|0.191729650|1.000000000|0.990560000","-1.470939301|2.801058374|0.000000000|-1.966156326"
Base,9,0,000000000000000000000000000003f6,"0.970504545|0.146704018|1.000000000|0.993160000","0.918096763|0.666748096|0.000000000|0.000000000"
Base,9,1,000000000000000000000000000003eb,"0.962322727|0.147478446|1.000000000|0.993080000","-0.582878871|0.748771983|0.000000000|-0.062451210"
Base,9,2,000000000000000000000000000003ea,"0.965500000|0.140408918|1.000000000|0.993760000","0.000000000|0.000000000|0.000000000|0.468384075"
Base,9,3,000000000000000000000000000003f5,"0.965500000|0.140408918|1.000000000|0.993760000","0.000000000|0.000000000|0.000000000|0.468384075"
Base,9,4,000000000000000000000000000003f6,"0.965500000|0.140408918|1.000000000|0.993760000","0.000000000|0.000000000|0.000000000|0.468384075"
Base,10,0,000000000000000000000000000003f7,"0.975500000|0.140408918|1.000000000|0.993840000","2.117650970|-0.368305034|0.000000000|0.394889663"
Base,10,1,000000000000000000000000000003f7,"0.970504545|0.147478476|1.000000000|0.993160000","1.204268546|0.368305034|0.000000000|-0.394889663"
Base,10,2,000000000000000000000000000003f5,"0.970504545|0.147478476|1.000000000|0.993160000","1.204268546|0.368305034|0.000000000|-0.394889663"
Base,10,3,000000000000000000000000000003f6,"0.970504545|0.147478476|1.000000000|0.993160000","1.204268546|0.368305034|0.000000000|-0.394889663"
Base,10,4,000000000000000000000000000003ed,"0.967327273|0.153156713|1.000000000|0.992480000","0.623327405|0.959946862|0.000000000|-1.184668990"
Base,11,0,000000000000000000000000000003f6,"0.974145455|0.153156698|1.000000000|0.992560000","3640.909090909|5678.251385689|0.000000000|-600.000000000"
Base,11,1,000000000000000000000000000003f4,"0.965303846|0.163254738|1.000000000|0.991800000","-5200.699300699|15776.291489601|0.000000000|-1360.000000000"
Base,11,2,000000000000000000000000000003f8,"0.975500000|0.140408918|1.000000000|0.993840000","4995.454545455|-7069.528102875|0.000000000|680.000000000"
Base,11,3,000000000000000000000000000003f7,"0.975500000|0.140408918|1.000000000|0.993840000","4995.454545455|-7069.528102875|0.000000000|680.000000000"
Base,11,4,000000000000000000000000000003f8,"0.970504545|0.147478446|1.000000000|0.993160000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,12,0,000000000000000000000000000003f6,"0.976842308|0.163254738|1.000000000|0.991960000","0.902503865|2.288243034|0.000000000|-1.574803150"
Base,12,1,000000000000000000000000000003f7,"0.985500000|0.140408918|1.000000000|0.993920000","2.721913448|-2.888681101|0.000000000|3.569553806"
Base,12,2,000000000000000000000000000003f7,"0.978686364|0.147478446|1.000000000|0.993240000","1.290031273|-1.286707029|0.000000000|1.784776903"
Base,12,3,000000000000000000000000000003f6,"0.974145455|0.153156698|1.000000000|0.992560000","0.335761564|0.000000000|0.000000000|0.000000000"
Base,12,4,000000000000000000000000000003f5,"0.974145455|0.153156698|1.000000000|0.992560000","0.335761564|0.000000000|0.000000000|0.000000000"
Base,13,0,000000000000000000000000000003eb,"0.973919780|0.171025231|1.000000000|0.991280000","-1.692552225|1.683616042|0.000000000|-1.721572795"
Base,13,1,000000000000000000000000000003f6,"0.976842308|0.163254738|1.000000000|0.991960000","-0.405919623|0.999912013|0.000000000|-0.998937301"
Base,13,2,000000000000000000000000000003f5,"0.976842308|0.163254738|1.000000000|0.991960000","-0.405919623|0.999912013|0.000000000|-0.998937301"
Base,13,3,000000000000000000000000000003ea,"0.976842308|0.163254738|1.000000000|0.991960000","-0.405919623|0.999912013|0.000000000|-0.998937301"
Base,13,4,000000000000000000000000000003f7,"0.985500000|0.140408859|1.000000000|0.993920000","3.405599443|-1.010233083|0.000000000|1.083953241"
Base,14,0,000000000000000000000000000003f7,"0.982611538|0.163254738|1.000000000|0.992040000","0.828291747|0.558484346|0.000000000|-0.552603613"
Base,14,1,000000000000000000000000000003f7,"0.978864835|0.171025261|1.000000000|0.991360000","0.019268619|1.182699911|0.000000000|-1.275239107"
Base,14,2,000000000000000000000000000003f6,"0.978864835|0.171025261|1.000000000|0.991360000","0.019268619|1.182699911|0.000000000|-1.275239107"
Base,14,3,000000000000000000000000000003f5,"0.978864835|0.171025261|1.000000000|0.991360000","0.019268619|1.182699911|0.000000000|-1.275239107"
Base,14,4,000000000000000000000000000003ed,"0.971821429|0.174307957|1.000000000|0.990600000","-1.501609439|1.446402861|0.000000000|-2.082890542"
Base,15,0,000000000000000000000000000003f6,"0.980392857|0.174307957|1.000000000|0.990760000","1528.021978022|3282.696008682|0.000000000|-600.000000000"
Base,15,1,000000000000000000000000000003f8,"0.982611538|0.163254783|1.000000000|0.992040000","3746.703296703|-7770.478725433|0.000000000|680.000000000"
Base,15,2,000000000000000000000000000003f7,"0.982611538|0.163254783|1.000000000|0.992040000","3746.703296703|-7770.478725433|0.000000000|680.000000000"
Base,15,3,000000000000000000000000000003f5,"0.978864835|0.171025261|1.000000000|0.991360000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,15,4,000000000000000000000000000003f8,"0.978864835|0.171025261|1.000000000|0.991360000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,16,0,000000000000000000000000000003f7,"0.988380769|0.163254783|1.000000000|0.992120000","26.895258061|-2.991962153|0.000000000|1.497797357"
Base,16,1,000000000000000000000000000003f7,"0.983809890|0.171025261|1.000000000|0.991440000","10.934905608|-0.521774492|0.000000000|0.499265786"
Base,16,2,000000000000000000000000000003ea,"0.980392857|0.174307957|1.000000000|0.990760000","-0.996508253|0.521774492|0.000000000|-0.499265786"
Base,16,3,000000000000000000000000000003f5,"0.980392857|0.174307957|1.000000000|0.990760000","-0.996508253|0.521774492|0.000000000|-0.499265786"
Base,16,4,000000000000000000000000000003f6,"0.980392857|0.174307957|1.000000000|0.990760000","-0.996508253|0.521774492|0.000000000|-0.499265786"
Base,17,0,000000000000000000000000000003f7,"0.984678571|0.174307957|1.000000000|0.990840000","0.000000000|0.521859912|0.000000000|-0.881057269"
Base,17,1,000000000000000000000000000003f8,"0.988380769|0.163254738|1.000000000|0.992120000","1.192623556|-1.235303135|0.000000000|0.998531571"
Base,17,2,000000000000000000000000000003f7,"0.988380769|0.163254738|1.000000000|0.992120000","1.192623556|-1.235303135|0.000000000|0.998531571"
Base,17,3,000000000000000000000000000003f7,"0.983809890|0.171025261|1.000000000|0.991440000","-0.279836427|0.000000000|0.000000000|0.000000000"
Base,17,4,000000000000000000000000000003f8,"0.983809890|0.171025261|1.000000000|0.991440000","-0.279836427|0.000000000|0.000000000|0.000000000"
Base,18,0,000000000000000000000000000003f7,"0.994150000|0.163254783|1.000000000|0.992200000","2.051441887|-1.235290176|0.000000000|0.998531571"
Base,18,1,000000000000000000000000000003f7,"0.988754945|0.171025261|1.000000000|0.991520000","0.313482449|0.000000000|0.000000000|0.000000000"
Base,18,2,000000000000000000000000000003f8,"0.984678571|0.174307957|1.000000000|0.990840000","-0.999677861|0.521857439|0.000000000|-0.998531571"
Base,18,3,000000000000000000000000000003f7,"0.984678571|0.174307957|1.000000000|0.990840000","-0.999677861|0.521857439|0.000000000|-0.998531571"
Base,18,4,000000000000000000000000000003ee,"0.981550000|0.177314669|1.000000000|0.990160000","-2.007513796|0.999841028|0.000000000|-1.997063142"
Base,19,0,000000000000000000000000000003f7,"0.994150000|0.163254738|1.000000000|0.992200000","1.561093958|-2.024480769|0.000000000|0.998980632"
Base,19,1,000000000000000000000000000003f7,"0.988964286|0.174307957|1.000000000|0.990920000","0.060574070|0.353051728|0.000000000|-0.305810398"
Base,19,2,000000000000000000000000000003f7,"0.988754945|0.171025261|1.000000000|0.991520000","0.000000000|-0.353051728|0.000000000|0.305810398"
Base,19,3,000000000000000000000000000003f8,"0.988754945|0.171025261|1.000000000|0.991520000","0.000000000|-0.353051728|0.000000000|0.305810398"
Base,19,4,000000000000000000000000000003ef,"0.994600000|0.156302467|1.000000000|0.992800000","1.691304362|-3.519904795|0.000000000|1.610601427"
Base,20,0,000000000000000000000000000003f7,"0.993700000|0.171025261|1.000000000|0.991600000","-0.199822380|0.448006102|0.000000000|-0.305810398"
Base,20,1,000000000000000000000000000003f7,"0.994150000|0.163254783|1.000000000|0.992200000","0.199822380|-0.448006102|0.000000000|0.305810398"
Base,20,2,000000000000000000000000000003f7,"0.988964286|0.174307957|1.000000000|0.990920000","-4.405607714|0.826533061|0.000000000|-0.998980632"
Base,20,3,000000000000000000000000000003f8,"0.988964286|0.174307957|1.000000000|0.990920000","-4.405607714|0.826533061|0.000000000|-0.998980632"
Base,20,4,000000000000000000000000000003ef,"0.994600000|0.156302467|1.000000000|0.992800000","0.599467140|-1.249676091|0.000000000|0.917431193"
Base,21,0,000000000000000000000000000003f7,"0.993250000|0.174307957|1.000000000|0.991000000","-0.998890122|0.999909537|0.000000000|-0.999167361"
Base,21,1,000000000000000000000000000003f7,"0.993700000|0.171025231|1.000000000|0.991600000","-0.499445061|0.702943674|0.000000000|-0.499583680"
Base,21,2,000000000000000000000000000003ef,"0.994150000|0.163254738|1.000000000|0.992200000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,21,3,000000000000000000000000000003f7,"0.994150000|0.163254738|1.000000000|0.992200000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,21,4,000000000000000000000000000003ef,"0.994600000|0.156302452|1.000000000|0.992800000","0.499445061|-0.628925978|0.000000000|0.499583680"
Base,22,0,000000000000000000000000000003f7,"0.993250000|0.174307957|1.000000000|0.991000000","-2.494456763|2.201794679|0.000000000|-2.495840266"
Base,22,1,000000000000000000000000000003f7,"0.993700000|0.171025261|1.000000000|0.991600000","-1.496674058|1.704331257|0.000000000|-1.497504160"
Base,22,2,000000000000000000000000000003ee,"0.989050000|0.177314639|1.000000000|0.990320000","-11.807095344|2.657430600|0.000000000|-3.627287854"
Base,22,3,000000000000000000000000000003ef,"0.994150000|0.163254738|1.000000000|0.992200000","-0.498891353|0.526777449|0.000000000|-0.499168053"
Base,22,4,000000000000000000000000000003f7,"0.994150000|0.163254738|1.000000000|0.992200000","-0.498891353|0.526777449|0.000000000|-0.499168053"
Base,23,0,000000000000000000000000000003f7,"0.992800000|0.177314669|1.000000000|0.990400000","-1.664201183|0.999901726|0.000000000|-1.664816870"
Base,23,1,000000000000000000000000000003f6,"0.992800000|0.177314669|1.000000000|0.990400000","-1.664201183|0.999901726|0.000000000|-1.664816870"
Base,23,2,000000000000000000000000000003f7,"0.993250000|0.174307957|1.000000000|0.991000000","-0.998520710|0.704420602|0.000000000|-0.998890122"
Base,23,3,000000000000000000000000000003f7,"0.993700000|0.171025261|1.000000000|0.991600000","-0.332840237|0.381817429|0.000000000|-0.332963374"
Base,23,4,000000000000000000000000000003f4,"0.985732353|0.187041894|1.000000000|0.989640000","-12.119300383|1.955833544|0.000000000|-2.508324084"
Base,24,0,000000000000000000000000000003f6,"0.992350000|0.187041894|1.000000000|0.989800000","-0.166543301|1.248482765|0.000000000|-0.865224626"
Base,24,1,000000000000000000000000000003f7,"0.992800000|0.177314639|1.000000000|0.990400000","0.166543301|-0.279045997|0.000000000|0.133111481"
Base,24,2,000000000000000000000000000003f6,"0.992800000|0.177314639|1.000000000|0.990400000","0.166543301|-0.279045997|0.000000000|0.133111481"
Base,24,3,000000000000000000000000000003f7,"0.993250000|0.174307957|1.000000000|0.991000000","0.499629904|-0.751203163|0.000000000|1.131447587"
Base,24,4,000000000000000000000000000003f7,"0.993700000|0.171025261|1.000000000|0.991600000","0.832716506|-1.266704486|0.000000000|2.129783694"
Base,25,0,000000000000000000000000000003ed,"0.988958824|0.196310133|1.000000000|0.989120000","-6.015053951|2.337508387|0.000000000|-1.753607103"
Base,25,1,000000000000000000000000000003f6,"0.992350000|0.187041894|1.000000000|0.989800000","-0.998520710|1.180328209|0.000000000|-0.998890122"
Base,25,2,000000000000000000000000000003ef,"0.992800000|0.180868551|1.000000000|0.990400000","-0.332840237|0.409559412|0.000000000|-0.332963374"
Base,25,3,000000000000000000000000000003f7,"0.993250000|0.174307957|1.000000000|0.991000000","0.332840237|-0.409559412|0.000000000|0.332963374"
Base,25,4,000000000000000000000000000003f7,"0.993700000|0.171025231|1.000000000|0.991600000","0.998520710|-0.819422082|0.000000000|0.998890122"
Base,26,0,000000000000000000000000000003f6,"0.991900000|0.196310192|1.000000000|0.989200000","-0.998890122|1.606218012|0.000000000|-1.762114537"
Base,26,1,000000000000000000000000000003ed,"0.986186842|0.201970026|1.000000000|0.988440000","-7.339797885|2.194946015|0.000000000|-2.878120411"
Base,26,2,000000000000000000000000000003f6,"0.992350000|0.187041894|1.000000000|0.989800000","-0.499445061|0.642142485|0.000000000|-0.881057269"
Base,26,3,000000000000000000000000000003fb,"0.989041176|0.190481216|1.000000000|0.989720000","-4.171835216|0.999895981|0.000000000|-0.998531571"
Base,26,4,000000000000000000000000000003ef,"0.992800000|0.180868551|1.000000000|0.990400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,27,0,000000000000000000000000000003f6,"0.991450000|0.201970026|1.000000000|0.988600000","-1.331360947|1.941162906|0.000000000|-1.996672213"
Base,27,1,000000000000000000000000000003f6,"0.991900000|0.196310192|1.000000000|0.989200000","-0.665680473|0.984870760|0.000000000|-0.998336106"
Base,27,2,000000000000000000000000000003f5,"0.992350000|0.190481216|1.000000000|0.989800000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,27,3,000000000000000000000000000003ef,"0.992350000|0.190481216|1.000000000|0.989800000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,27,4,000000000000000000000000000003f7,"0.992350000|0.190481216|1.000000000|0.989800000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,28,0,000000000000000000000000000003f6,"0.991450000|0.201970026|1.000000000|0.988600000","-4.977876106|5.579444138|0.000000000|-4.983388704"
Base,28,1,000000000000000000000000000003ee,"0.988631579|0.206949711|1.000000000|0.987920000","-17.448765720|7.564521249|0.000000000|-7.242524917"
Base,28,2,000000000000000000000000000003ef,"0.991900000|0.196487278|1.000000000|0.989200000","-2.986725664|3.393828387|0.000000000|-2.990033223"
Base,28,3,000000000000000000000000000003ef,"0.992350000|0.190481216|1.000000000|0.989800000","-0.995575221|0.999601365|0.000000000|-0.996677741"
Base,28,4,000000000000000000000000000003f7,"0.992350000|0.190481216|1.000000000|0.989800000","-0.995575221|0.999601365|0.000000000|-0.996677741"
Base,29,0,000000000000000000000000000003f6,"0.991000000|0.206949696|1.000000000|0.988000000","-1.664201183|1.479542477|0.000000000|-1.664816870"
Base,29,1,000000000000000000000000000003f7,"0.991000000|0.206949696|1.000000000|0.988000000","-1.664201183|1.479542477|0.000000000|-1.664816870"
Base,29,2,000000000000000000000000000003f6,"0.991450000|0.201970026|1.000000000|0.988600000","-0.998520710|0.904837650|0.000000000|-0.998890122"
Base,29,3,000000000000000000000000000003f4,"0.986264286|0.209753096|1.000000000|0.987240000","-8.669695689|1.803083512|0.000000000|-2.508324084"
Base,29,4,000000000000000000000000000003ef,"0.991900000|0.196487278|1.000000000|0.989200000","-0.332840237|0.272072467|0.000000000|-0.332963374"
Base,30,0,000000000000000000000000000003f6,"0.990550000|0.209753126|1.000000000|0.987400000","-0.998520710|0.797907463|0.000000000|-0.998890122"
Base,30,1,000000000000000000000000000003f7,"0.991000000|0.206949711|1.000000000|0.988000000","-0.332840237|0.375319712|0.000000000|-0.332963374"
Base,30,2,000000000000000000000000000003f6,"0.991000000|0.206949711|1.000000000|0.988000000","-0.332840237|0.375319712|0.000000000|-0.332963374"
Base,30,3,000000000000000000000000000003f6,"0.991450000|0.201970026|1.000000000|0.988600000","0.332840237|-0.375319712|0.000000000|0.332963374"
Base,30,4,000000000000000000000000000003eb,"0.984255844|0.215871587|1.000000000|0.986560000","-10.309402136|1.720206455|0.000000000|-1.931187569"
Base,31,0,000000000000000000000000000003f5,"0.990100000|0.215871602|1.000000000|0.986800000","-0.332840237|0.999811834|0.000000000|-0.798668885"
Base,31,1,000000000000000000000000000003f7,"0.990100000|0.215871602|1.000000000|0.986800000","-0.332840237|0.999811834|0.000000000|-0.798668885"
Base,31,2,000000000000000000000000000003f6,"0.990100000|0.215871602|1.000000000|0.986800000","-0.332840237|0.999811834|0.000000000|-0.798668885"
Base,31,3,000000000000000000000000000003f6,"0.990550000|0.209753171|1.000000000|0.987400000","0.332840237|-0.151469053|0.000000000|0.199667221"
Base,31,4,000000000000000000000000000003f6,"0.991000000|0.206949756|1.000000000|0.988000000","0.998520710|-0.678976484|0.000000000|1.198003328"
Base,32,0,000000000000000000000000000003f6,"0.990100000|0.215871587|1.000000000|0.986800000","-0.997782705|1.021319888|0.000000000|-0.998336106"
Base,32,1,000000000000000000000000000003f7,"0.990100000|0.215871587|1.000000000|0.986800000","-0.997782705|1.021319888|0.000000000|-0.998336106"
Base,32,2,000000000000000000000000000003ed,"0.987871344|0.218288481|1.000000000|0.986120000","-5.939370569|1.568824446|0.000000000|-2.129783694"
Base,32,3,000000000000000000000000000003ef,"0.990550000|0.211363092|1.000000000|0.987400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,32,4,000000000000000000000000000003ef,"0.990550000|0.211363092|1.000000000|0.987400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,33,0,000000000000000000000000000003f6,"0.989650000|0.218288466|1.000000000|0.986200000","-1.995565410|1.772402379|0.000000000|-1.996672213"
Base,33,1,000000000000000000000000000003f6,"0.990100000|0.215871572|1.000000000|0.986800000","-0.997782705|1.153852422|0.000000000|-0.998336106"
Base,33,2,000000000000000000000000000003f7,"0.990100000|0.215871572|1.000000000|0.986800000","-0.997782705|1.153852422|0.000000000|-0.998336106"
Base,33,3,000000000000000000000000000003ef,"0.990550000|0.211363062|1.000000000|0.987400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,33,4,000000000000000000000000000003ef,"0.990550000|0.211363062|1.000000000|0.987400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,34,0,000000000000000000000000000003f6,"0.989650000|0.218288481|1.000000000|0.986200000","-1.995565410|1.772385047|0.000000000|-1.996672213"
Base,34,1,000000000000000000000000000003f6,"0.990100000|0.215871587|1.000000000|0.986800000","-0.997782705|1.153839808|0.000000000|-0.998336106"
Base,34,2,000000000000000000000000000003f7,"0.990100000|0.215871587|1.000000000|0.986800000","-0.997782705|1.153839808|0.000000000|-0.998336106"
Base,34,3,000000000000000000000000000003ed,"0.987569565|0.220100433|1.000000000|0.985520000","-6.608502844|2.236109971|0.000000000|-3.128119800"
Base,34,4,000000000000000000000000000003ef,"0.990550000|0.211363092|1.000000000|0.987400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,35,0,000000000000000000000000000003f6,"0.989200000|0.220100433|1.000000000|0.985600000","-1.995565410|0.937764634|0.000000000|-1.996672213"
Base,35,1,000000000000000000000000000003f6,"0.989650000|0.218288481|1.000000000|0.986200000","-0.997782705|0.535956612|0.000000000|-0.998336106"
Base,35,2,000000000000000000000000000003f7,"0.990100000|0.215871587|1.000000000|0.986800000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,35,3,000000000000000000000000000003f6,"0.990100000|0.215871587|1.000000000|0.986800000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,35,4,000000000000000000000000000003ee,"0.985750000|0.223628640|1.000000000|0.984840000","-9.645232816|1.720159843|0.000000000|-3.261231281"
Base,36,0,000000000000000000000000000003f7,"0.988750000|0.223628640|1.000000000|0.985000000","-0.998890122|0.999812775|0.000000000|-0.999167361"
Base,36,1,000000000000000000000000000003f6,"0.988750000|0.223628640|1.000000000|0.985000000","-0.998890122|0.999812775|0.000000000|-0.999167361"
Base,36,2,000000000000000000000000000003f6,"0.989200000|0.220100433|1.000000000|0.985600000","-0.499445061|0.339243115|0.000000000|-0.499583680"
Base,36,3,000000000000000000000000000003f6,"0.989650000|0.218288481|1.000000000|0.986200000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,36,4,000000000000000000000000000003f7,"0.990100000|0.215871587|1.000000000|0.986800000","0.499445061|-0.452503636|0.000000000|0.499583680"
Base,37,0,000000000000000000000000000003f7,"0.988750000|0.223628640|1.000000000|0.985000000","-0.249722531|0.488540106|0.000000000|-0.318809777"
Base,37,1,000000000000000000000000000003f6,"0.988750000|0.223628640|1.000000000|0.985000000","-0.249722531|0.488540106|0.000000000|-0.318809777"
Base,37,2,000000000000000000000000000003f6,"0.989200000|0.220100433|1.000000000|0.985600000","0.249722531|-0.488540106|0.000000000|0.318809777"
Base,37,3,000000000000000000000000000003f6,"0.989650000|0.218288466|1.000000000|0.986200000","0.749167592|-0.990334968|0.000000000|0.956429330"
Base,37,4,000000000000000000000000000003ee,"0.986915385|0.225508407|1.000000000|0.984320000","-2.285921626|1.009111164|0.000000000|-1.041445271"
Base,38,0,000000000000000000000000000003f7,"0.988300000|0.225508377|1.000000000|0.984400000","-0.997782705|0.694919086|0.000000000|-0.998336106"
Base,38,1,000000000000000000000000000003f6,"0.988300000|0.225508377|1.000000000|0.984400000","-0.997782705|0.694919086|0.000000000|-0.998336106"
Base,38,2,000000000000000000000000000003f7,"0.988750000|0.223628640|1.000000000|0.985000000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,38,3,000000000000000000000000000003f6,"0.988750000|0.223628640|1.000000000|0.985000000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,38,4,000000000000000000000000000003ee,"0.985285897|0.231757656|1.000000000|0.983640000","-7.680936949|3.005212284|0.000000000|-2.262895175"
Base,39,0,000000000000000000000000000003f7,"0.987850000|0.231757656|1.000000000|0.983800000","-0.997782705|1.475719733|0.000000000|-0.998336106"
Base,39,1,000000000000000000000000000003f6,"0.987850000|0.231757656|1.000000000|0.983800000","-0.997782705|1.475719733|0.000000000|-0.998336106"
Base,39,2,000000000000000000000000000003f6,"0.988300000|0.225508377|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,39,3,000000000000000000000000000003f7,"0.988300000|0.225508377|1.000000000|0.984400000","0.000000000|0.000000000|0.000000000|0.000000000"
Base,39,4,000000000000000000000000000003f7,"0.988750000|0.223628640|1.000000000|0.985000000","0.997782705|-0.443885568|0.000000000|0.998336106"
