variant,depth,corr_matrix_flat,mean_nn_dist,spacing,pareto_front_size,collapse_flag
Ortho,52,"1.000000|-0.669498|0.000000|0.000000|-0.669498|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,13,true
Ortho,53,"1.000000|-0.669498|0.000000|0.000000|-0.669498|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,13,true
Ortho,54,"1.000000|-0.669498|0.000000|0.000000|-0.669498|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,13,true
Ortho,55,"1.000000|-0.669498|0.000000|0.000000|-0.669498|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,13,true
Ortho,56,"1.000000|-0.669498|0.000000|0.000000|-0.669498|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,13,true
Ortho,57,"1.000000|-0.669498|0.000000|0.000000|-0.669498|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,13,true
Ortho,58,"1.000000|-0.669498|0.000000|0.000000|-0.669498|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,13,true
Ortho,59,"1.000000|-0.669498|0.000000|0.000000|-0.669498|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,13,true
Ortho,60,"1.000000|-0.669498|0.000000|0.000000|-0.669498|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,13,true
Ortho,61,"1.000000|-0.669498|0.000000|0.000000|-0.669498|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,13,true
Ortho,62,"1.000000|-0.669498|0.000000|0.000000|-0.669498|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,13,true
Ortho,63,"1.000000|-0.633803|0.000000|0.000000|-0.633803|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,14,true
Ortho,64,"1.000000|-0.660226|0.000000|0.000000|-0.660226|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,13,true
Ortho,65,"1.000000|-0.663241|0.000000|0.000000|-0.663241|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.080091580,0.277445370,12,false
Ortho,66,"1.000000|-0.704042|0.000000|0.000000|-0.704042|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,14,true
Ortho,67,"1.000000|-0.724346|0.000000|0.000000|-0.724346|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,17,true
Ortho,68,"1.000000|-0.717585|0.000000|0.000000|-0.717585|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,16,true
Ortho,69,"1.000000|-0.744118|0.000000|0.000000|-0.744118|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,15,true
Ortho,70,"1.000000|-0.744118|0.000000|0.000000|-0.744118|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,15,true
Ortho,71,"1.000000|-0.744124|0.000000|0.000000|-0.744124|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,15,true
Ortho,72,"1.000000|-0.744118|0.000000|0.000000|-0.744118|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,15,true
Ortho,73,"1.000000|-0.744118|0.000000|0.000000|-0.744118|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,15,true
Ortho,74,"1.000000|-0.744118|0.000000|0.000000|-0.744118|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,15,true
Ortho,75,"1.000000|-0.744118|0.000000|0.000000|-0.744118|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,15,true
Ortho,76,"1.000000|-0.744118|0.000000|0.000000|-0.744118|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,15,true
Ortho,77,"1.000000|-0.744118|0.000000|0.000000|-0.744118|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,15,true
Ortho,78,"1.000000|-0.744118|0.000000|0.000000|-0.744118|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,15,true
Ortho,79,"1.000000|-0.744118|0.000000|0.000000|-0.744118|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,15,true
Ortho,80,"1.000000|-0.744118|0.000000|0.000000|-0.744118|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,15,true
Ortho,81,"1.000000|-0.744118|0.000000|0.000000|-0.744118|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,15,true
Ortho,82,"1.000000|-0.744118|0.000000|0.000000|-0.744118|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,15,true
Ortho,83,"1.000000|-0.744118|0.000000|0.000000|-0.744118|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,15,true
Ortho,84,"1.000000|-0.744118|0.000000|0.000000|-0.744118|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,15,true
Ortho,85,"1.000000|-0.744118|0.000000|0.000000|-0.744118|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,15,true
Ortho,86,"1.000000|-0.744118|0.000000|0.000000|-0.744118|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,15,true
Ortho,87,"1.000000|-0.744118|0.000000|0.000000|-0.744118|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,15,true
Ortho,88,"1.000000|-0.744118|0.000000|0.000000|-0.744118|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,15,true
Ortho,89,"1.000000|-0.744119|0.000000|0.000000|-0.744119|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,15,true
Ortho,90,"1.000000|-0.744124|0.000000|0.000000|-0.744124|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,15,true
Ortho,91,"1.000000|-0.744118|0.000000|0.000000|-0.744118|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,15,true
Ortho,92,"1.000000|-0.744118|0.000000|0.000000|-0.744118|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,15,true
Ortho,93,"1.000000|-0.744118|0.000000|0.000000|-0.744118|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,15,true
Ortho,94,"1.000000|-0.744124|0.000000|0.000000|-0.744124|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,15,true
Ortho,95,"1.000000|-0.744118|0.000000|0.000000|-0.744118|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,15,true
Ortho,96,"1.000000|-0.744118|0.000000|0.000000|-0.744118|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,15,true
Ortho,97,"1.000000|-0.744118|0.000000|0.000000|-0.744118|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,15,true
Ortho,98,"1.000000|-0.744124|0.000000|0.000000|-0.744124|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,15,true
Ortho,99,"1.000000|-0.744119|0.000000|0.000000|-0.744119|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,15,true
Ortho,100,"1.000000|-0.744124|0.000000|0.000000|-0.744124|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000|0.000000|0.000000|0.000000|0.000000|1.000000",0.000000000,0.000000000,15,true
